timbr_id	timbr_value
RCR30478_f	147280.115258676
RCR30479_f	138054.87547107
RCR30480_f	129143.464390086
RCR30481_f	92647.2832771
RCR30482_f	88303.4524684417
RCR30484_f	130208.810935801
RCR30485_f	129471.580800371
RCR30486_f	131134.1398169
RCR30487_f	124728.632292498
RCR30488_f	124611.735511248
RCR30489_f	139560.715518988
RCR30490_f	95569.2873489616
RCR30491_f	87741.4848346333
RCR30492_f	125206.756258443
RCR30493_f	125206.756258443
RCR30494_f	86904.3812353
RCR30495_f	91393.4448508
RCR30532_f	96030.5094726051
RCR30535_f	95004.8996553
RCR30536_f	89669.681775775
RCR30538_f	92063.201264313
RCR30542_f	92359.4786873
RCR30543_f	167377.336668281
RCR30544_f	112058.210213834
RCR30546_f	94503.7140128167
RCR30548_f	133815.330591223
RCR30550_f	92493.666356225
RCR30551_f	88314.22038705
RCR30554_f	86965.7556103001
RCR30560_f	86855.0430103
RCR30561_f	133684.232737395
RCR90064_f	174598.175033213
RCR90068_f	174983.272211005
RCR90070_f	174893.287817838
RCR90071_f	173259.471365305
RCR90072_f	175403.774347235
RCR90075_f	173046.386731141
RCR90077_f	174312.420204603
RCR90080_f	174850.416014439
RCR90082_f	173259.471365305
RCR90084_f	175617.184508362
RCR90085_f	175967.669172685
RCR90086_f	171736.857170771
RCR90087_f	173108.807679793
RCR90089_f	172468.699169846
RCR90090_f	173259.471365305
RCR90091_f	177453.03504238
RCR90092_f	174671.084077827
RCR90093_f	176032.314711533
RCR90119_f	92147.7254528305
RCR90123_f	163390.341633066
RCR90143_f	95561.7860074
RCR90146_f	87425.4514818734
RCR90149_f	87997.3856989375
RCR90153_f	171879.83399137
RCR90155_f	90172.4448508
RCR90157_f	94618.3033453611
RCR90179_f	177346.591177246
RCR90186_f	89647.8433372561
RCR90189_f	173783.087495075
RCR90192_f	108383.924317167
RCR90193_f	107863.32224236
RCR90196_f	98857.2795678356
RCR90201_f	100462.799973467
RCR90202_f	163629.865072059
RCR90203_f	163464.796183903
RCR90204_f	88103.8055827333
RCR90205_f	164220.566779536
RCR90206_f	161736.027735524
RCR90207_f	87808.4818321333
RCR90208_f	87778.1315146333
RCR90209_f	87619.0906336333
RCR90210_f	146508.258877967
RCR90211_f	88060.8631492334
RCR90213_f	87554.8291865584
RCR90215_f	92048.0115390972
RCR90217_f	87392.9611859667
RCR90219_f	94493.16924725
RCR90223_f	91354.9798119167
RCR90225_f	87327.7395490559
RCR90227_f	106447.588942099
RCR90229_f	113530.583735917
RCR90231_f	90980.5043709071
RCR90233_f	92597.9024617667
RCR90235_f	97092.3047009666
RCR90237_f	92934.6280322692
RCR90239_f	93256.03619763
RCR90241_f	90344.4971118333
RCR90242_f	97255.8454568334
RCR90244_f	93804.93348551
RCR90246_f	86978.0012353
RCR90248_f	90126.0196440231
RCR90250_f	97218.4637848001
RCR90254_f	88430.8729652417
RCR30563_f	94881.3655890401
RCR30564_f	96359.2782314
RCR30565_f	90499.677525181
RCR30567_f	91523.6009562238
RCR30568_f	87447.2099918834
RCR30569_f	88620.8562440529
RCR30570_f	89412.6746698
RCR30571_f	88781.8632931385
RCR30572_f	90184.9327777731
RCR30573_f	87384.3919153
RCR30574_f	87053.5991014
RCR30575_f	89898.53746102
RCR30576_f	89929.3771353854
RCR30577_f	134416.246296342
RCR30578_f	162819.945335604
RCR30579_f	164892.069907417
RCR30580_f	87745.8917366333
RCR30581_f	87740.6727269667
RCR30582_f	88456.6343823333
RCR30583_f	89786.2732188
RCR30584_f	162237.521873058
RCR30585_f	138674.960842125
RCR30586_f	91046.52857405
RCR30587_f	90578.0601637
RCR30588_f	87533.51362855
RCR30589_f	160833.027858303
RCR30590_f	105949.2341443
RCR30591_f	89818.3246177731
RCR30592_f	97957.1398288
RCR30593_f	88057.6915402333
RCR30594_f	97058.6957108001
RCR30595_f	87948.7962551333
RCR30596_f	93982.6645122222
RCR30597_f	158230.021156349
RCR30598_f	101295.384162914
RCR30599_f	88458.3338107708
RCR30600_f	88017.8469690667
RCR30601_f	149956.894421779
RCR30602_f	90780.48688738
RCR30603_f	87042.1088771529
RCR30604_f	87092.8848448
RCR30605_f	87067.3696108
RCR30606_f	87869.4371907167
RCR30607_f	95063.2067797125
RCR30608_f	91988.8720988333
RCR30609_f	91476.60110824
RCR30610_f	93604.2277768817
RCR30611_f	91495.1672108
RCR30612_f	90914.8659217
RCR30613_f	91422.32409871
RCR30614_f	122635.367533043
RCR30615_f	159886.459093035
RCR30616_f	107568.912151893
RCR30617_f	105740.7841443
RCR30618_f	91657.6056316223
RCR30619_f	100628.841550484
RCR30620_f	132088.848982072
RCR30621_f	87751.7748187417
RCR30622_f	89244.3286873
RCR30623_f	100424.149973467
RCR30624_f	88189.0780838834
RCR30625_f	89459.7178476
RCR30626_f	95031.95665945
RCR30627_f	163510.340682362
RCR30628_f	160469.598857368
RCR30629_f	87703.4095949667
RCR30630_f	87449.8113068167
RCR30631_f	88327.2466376667
RCR30632_f	164105.801373035
RCR30633_f	88529.11748338
RCR30634_f	86998.5262279648
RCR30635_f	87116.057804653
RCR30636_f	87499.7283727167
RCR30637_f	87397.03655655
RCR30638_f	88422.6335059417
RCR30639_f	87158.0906171525
RCR30640_f	89124.9103590231
RCR30641_f	89657.6484768
RCR30642_f	87790.0430103
RCR30643_f	98170.4566594501
RCR30644_f	103259.422316669
RCR30645_f	91591.7194734723
RCR30646_f	94420.2221070001
RCR30647_f	95420.1064781667
