timbr_id	timbr_value
RCR30002_f	97193.3332855418
RCR30004_f	85352.0098415582
RCR30005_f	80630.3021565486
RCR30006_f	76833.2414089166
RCR30008_f	76980.331505507
RCR30009_f	148186.157511049
RCR30010_f	76447.7405588924
RCR30012_f	120006.170914482
RCR30013_f	77371.4932207668
RCR30014_f	79331.8318060895
RCR30015_f	77008.4170082734
RCR30016_f	76079.7838104236
RCR30021_f	93416.4790848876
RCR30022_f	76917.485601232
RCR30024_f	80145.8616029333
RCR30025_f	77219.3157483728
RCR30027_f	79697.4453863125
RCR30031_f	76046.7660413542
RCR30032_f	78902.3209909792
RCR30033_f	81298.4598232153
RCR30036_f	130846.656673135
RCR30037_f	77105.5979658936
RCR30039_f	152154.90108228
RCR30041_f	102908.665930085
RCR30042_f	78190.9539334757
RCR30045_f	84231.5091397406
RCR30046_f	82979.6754913099
RCR30047_f	76743.0695151597
RCR30048_f	156819.643884541
RCR30049_f	117123.0462348
RCR30050_f	119502.876649971
RCR30051_f	76113.9927447986
RCR30052_f	155298.819297454
RCR30053_f	77571.1614545208
RCR30054_f	93288.3826825588
RCR30059_f	115487.801470805
RCR30060_f	156825.633014483
RCR30062_f	82370.576690092
RCR30063_f	80290.136219211
RCR30065_f	119345.874444197
RCR30066_f	119503.556688806
RCR30067_f	158733.282110507
RCR30068_f	79542.7950351459
RCR30070_f	89409.7997848534
RCR30072_f	83289.7697031289
RCR30073_f	127520.404979091
RCR30074_f	108711.892714212
RCR30075_f	116905.532605021
RCR30076_f	119237.827661113
RCR30077_f	93176.3880452351
RCR30078_f	77746.1950351459
RCR30079_f	148142.571187643
RCR30080_f	83344.6504375737
RCR30081_f	87636.2521214919
RCR30082_f	76132.2986322986
RCR30084_f	95628.7225398434
RCR30085_f	151428.633068557
RCR30086_f	86327.9099612861
RCR30087_f	77117.0604534607
RCR30089_f	77155.8991656485
RCR30091_f	94677.490261
RCR30093_f	79946.2405089489
RCR30095_f	76193.1593434236
RCR30096_f	76079.7838104236
RCR30097_f	92661.561357478
RCR30099_f	80352.1609195035
RCR30100_f	80513.2912656227
RCR30101_f	81090.2019982154
RCR30102_f	77336.2104813134
RCR30103_f	152798.961879953
RCR30105_f	76297.1665273542
RCR30106_f	148890.635365109
RCR30109_f	77140.0535298937
RCR30111_f	159923.654560726
RCR30115_f	76079.7838104237
RCR30116_f	79241.4754745
RCR30117_f	78321.0824214236
RCR30118_f	103095.72195876
RCR30120_f	86432.8537133114
RCR30122_f	82531.6100234254
RCR30124_f	78502.04031149
RCR30125_f	101976.500571726
RCR30126_f	153474.680264929
RCR30127_f	120549.550242828
RCR30130_f	76819.1064934792
RCR30131_f	86026.2274911471
RCR30132_f	84644.9674638911
RCR30134_f	101675.121873843
RCR30135_f	144561.129579189
RCR30142_f	107409.911978732
RCR30145_f	77535.230067738
RCR30146_f	76174.2244260487
RCR30147_f	98504.2462694166
RCR30148_f	76738.1585888403
RCR30154_f	150452.300944475
RCR30157_f	114387.113270871
RCR30158_f	103485.500571726
RCR30159_f	96702.2522366736
RCR30160_f	85329.0664504423
RCR30161_f	78006.0155885209
RCR30163_f	77015.6750969716
RCR30168_f	76122.8295447986
RCR30182_f	85271.0138908867
RCR30188_f	76429.4996741737
RCR30189_f	76612.6864348542
RCR30190_f	76738.7401537535
RCR30191_f	80837.0496585373
RCR30192_f	116485.753080646
RCR30193_f	120533.161722972
RCR30194_f	123278.465178528
RCR30195_f	120359.570792686
RCR30196_f	126078.579840624
RCR30197_f	129058.926153048
RCR30198_f	113478.688793877
RCR30203_f	77212.0554762806
RCR30204_f	145634.240182982
