organism_id	rxn_id	rxn_irreversible	rno_acetaminophen_t1_d1_ctl	rno_acetaminophen_t1_d1_trt
rno	RCR20057	RCR20057_f	2.08	1.92
rno	RCR20057	RCR20057_r	2.08	1.92
rno	RCR20058	RCR20058_f	2.08	1.92
rno	RCR20058	RCR20058_r	2.08	1.92
rno	RCR20059	RCR20059_f	8	8
rno	RCR20059	RCR20059_r	8	8
rno	RCR20060	RCR20060_f	2.02	1.98
rno	RCR20060	RCR20060_r	2.02	1.98
rno	RCR20061	RCR20061_f	2	2
rno	RCR20061	RCR20061_r	2	2
rno	RCR20062	RCR20062_f	4	4
rno	RCR20062	RCR20062_r	4	4
rno	RCR20063	RCR20063_f	2.33	1.71
rno	RCR20063	RCR20063_r	2.33	1.71
rno	RCR20064	RCR20064_f	8	8
rno	RCR20064	RCR20064_r	8	8
rno	RCR20065	RCR20065_f	8	8
rno	RCR20065	RCR20065_r	8	8
rno	RCR20066	RCR20066_f	8	8
rno	RCR20066	RCR20066_r	8	8
rno	RCR20067	RCR20067_f	1.96	2.04
rno	RCR20067	RCR20067_r	1.96	2.04
rno	RCR20068	RCR20068_f	8	8
rno	RCR20068	RCR20068_r	8	8
rno	RCR20069	RCR20069_f	8	8
rno	RCR20069	RCR20069_r	8	8
rno	RCR20070	RCR20070_f	8	8
rno	RCR20070	RCR20070_r	8	8
rno	RCR20071	RCR20071_f	1.91	2.09
rno	RCR20071	RCR20071_r	1.91	2.09
rno	RCR20072	RCR20072_f	4	4
rno	RCR20072	RCR20072_r	4	4
rno	RCR20073	RCR20073_f	4	4
rno	RCR20073	RCR20073_r	4	4
rno	RCR20074	RCR20074_f	1.56	2.57
rno	RCR20074	RCR20074_r	1.56	2.57
rno	RCR20075	RCR20075_f	4	4
rno	RCR20075	RCR20075_r	4	4
rno	RCR20076	RCR20076_f	1.64	2.43
rno	RCR20076	RCR20076_r	1.64	2.43
rno	RCR20077	RCR20077_f	2.08	1.92
rno	RCR20077	RCR20077_r	2.08	1.92
rno	RCR20078	RCR20078_f	2.08	1.92
rno	RCR20078	RCR20078_r	2.08	1.92
rno	RCR20079	RCR20079_f	2.08	1.92
rno	RCR20079	RCR20079_r	2.08	1.92
rno	RCR20080	RCR20080_f	4	4
rno	RCR20080	RCR20080_r	4	4
rno	RCR20081	RCR20081_f	8	8
rno	RCR20081	RCR20081_r	8	8
rno	RCR20082	RCR20082_f	8	8
rno	RCR20082	RCR20082_r	8	8
rno	RCR20083	RCR20083_f	8	8
rno	RCR20083	RCR20083_r	8	8
rno	RCR20084	RCR20084_f	8	8
rno	RCR20084	RCR20084_r	8	8
rno	RCR20085	RCR20085_f	2.62	1.53
rno	RCR20085	RCR20085_r	2.62	1.53
rno	RCR20086	RCR20086_f	2.57	1.56
rno	RCR20086	RCR20086_r	2.57	1.56
rno	RCR20087	RCR20087_f	4	4
rno	RCR20087	RCR20087_r	4	4
rno	RCR20088	RCR20088_f	4	4
rno	RCR20088	RCR20088_r	4	4
rno	RCR20089	RCR20089_f	8	8
rno	RCR20089	RCR20089_r	8	8
rno	RCR20090	RCR20090_f	2.34	1.71
rno	RCR20090	RCR20090_r	2.34	1.71
rno	RCR20091	RCR20091_f	8	8
rno	RCR20091	RCR20091_r	8	8
rno	RCR20092	RCR20092_f	8	8
rno	RCR20092	RCR20092_r	8	8
rno	RCR20093	RCR20093_f	8	8
rno	RCR20093	RCR20093_r	8	8
rno	RCR20094	RCR20094_f	8	8
rno	RCR20094	RCR20094_r	8	8
rno	RCR20095	RCR20095_f	8	8
rno	RCR20095	RCR20095_r	8	8
rno	RCR20096	RCR20096_f	4	4
rno	RCR20096	RCR20096_r	4	4
rno	RCR20097	RCR20097_f	8	8
rno	RCR20097	RCR20097_r	8	8
rno	RCR20098	RCR20098_f	1.64	2.44
rno	RCR20098	RCR20098_r	1.64	2.44
rno	RCR20099	RCR20099_f	1.64	2.43
rno	RCR20099	RCR20099_r	1.64	2.43
rno	RCR20100	RCR20100_f	1.64	2.43
rno	RCR20100	RCR20100_r	1.64	2.43
rno	RCR20101	RCR20101_f	2.34	1.71
rno	RCR20101	RCR20101_r	2.34	1.71
rno	RCR20102	RCR20102_f	2.34	1.71
rno	RCR20102	RCR20102_r	2.34	1.71
rno	RCR20103	RCR20103_f	1.86	2.15
rno	RCR20103	RCR20103_r	1.86	2.15
rno	RCR20104	RCR20104_f	1.86	2.15
rno	RCR20104	RCR20104_r	1.86	2.15
rno	RCR20105	RCR20105_f	1.86	2.15
rno	RCR20105	RCR20105_r	1.86	2.15
rno	RCR20106	RCR20106_f	1.86	2.15
rno	RCR20106	RCR20106_r	1.86	2.15
rno	RCR20107	RCR20107_f	2.34	1.71
rno	RCR20107	RCR20107_r	2.34	1.71
rno	RCR20108	RCR20108_f	2.34	1.71
rno	RCR20108	RCR20108_r	2.34	1.71
rno	RCR20109	RCR20109_f	4	4
rno	RCR20109	RCR20109_r	4	4
rno	RCR20110	RCR20110_f	1.86	2.15
rno	RCR20110	RCR20110_r	1.86	2.15
rno	RCR20111	RCR20111_f	2.34	1.71
rno	RCR20111	RCR20111_r	2.34	1.71
rno	RCR20112	RCR20112_f	2.34	1.71
rno	RCR20112	RCR20112_r	2.34	1.71
rno	RCR20113	RCR20113_f	2.34	1.71
rno	RCR20113	RCR20113_r	2.34	1.71
rno	RCR20114	RCR20114_f	2.34	1.71
rno	RCR20114	RCR20114_r	2.34	1.71
rno	RCR20115	RCR20115_f	8	8
rno	RCR20115	RCR20115_r	8	8
rno	RCR20116	RCR20116_f	1.86	2.15
rno	RCR20116	RCR20116_r	1.86	2.15
rno	RCR20117	RCR20117_f	2.34	1.71
rno	RCR20117	RCR20117_r	2.34	1.71
rno	RCR20118	RCR20118_f	2.08	1.92
rno	RCR20118	RCR20118_r	2.08	1.92
rno	RCR20119	RCR20119_f	2.08	1.92
rno	RCR20119	RCR20119_r	2.08	1.92
rno	RCR20120	RCR20120_f	2.07	1.94
rno	RCR20120	RCR20120_r	2.07	1.94
rno	RCR20121	RCR20121_f	2.08	1.92
rno	RCR20121	RCR20121_r	2.08	1.92
rno	RCR20122	RCR20122_f	2.08	1.92
rno	RCR20122	RCR20122_r	2.08	1.92
rno	RCR20123	RCR20123_f	1.61	2.48
rno	RCR20123	RCR20123_r	1.61	2.48
rno	RCR20124	RCR20124_f	8	8
rno	RCR20124	RCR20124_r	8	8
rno	RCR20125	RCR20125_f	4	4
rno	RCR20125	RCR20125_r	4	4
rno	RCR20126	RCR20126_f	8	8
rno	RCR20126	RCR20126_r	8	8
rno	RCR20127	RCR20127_f	8	8
rno	RCR20127	RCR20127_r	8	8
rno	RCR20128	RCR20128_f	4	4
rno	RCR20128	RCR20128_r	4	4
rno	RCR20129	RCR20129_f	4	4
rno	RCR20129	RCR20129_r	4	4
rno	RCR20130	RCR20130_f	3.83	4.18
rno	RCR20130	RCR20130_r	3.83	4.18
rno	RCR20131	RCR20131_f	2.4	6.67
rno	RCR20131	RCR20131_r	2.4	6.67
rno	RCR20132	RCR20132_f	8	8
rno	RCR20132	RCR20132_r	8	8
rno	RCR20133	RCR20133_f	8	8
rno	RCR20133	RCR20133_r	8	8
rno	RCR20134	RCR20134_f	4	4
rno	RCR20134	RCR20134_r	4	4
rno	RCR20135	RCR20135_f	8	8
rno	RCR20135	RCR20135_r	8	8
rno	RCR20136	RCR20136_f	1.83	2.19
rno	RCR20136	RCR20136_r	1.83	2.19
rno	RCR20137	RCR20137_f	4	4
rno	RCR20137	RCR20137_r	4	4
rno	RCR20138	RCR20138_f	8	8
rno	RCR20138	RCR20138_r	8	8
rno	RCR20139	RCR20139_f	2.08	1.92
rno	RCR20139	RCR20139_r	2.08	1.92
rno	RCR20140	RCR20140_f	2.08	1.92
rno	RCR20140	RCR20140_r	2.08	1.92
rno	RCR20141	RCR20141_f	2.08	1.92
rno	RCR20141	RCR20141_r	2.08	1.92
rno	RCR20142	RCR20142_f	2.08	1.92
rno	RCR20142	RCR20142_r	2.08	1.92
rno	RCR20143	RCR20143_f	2.08	1.92
rno	RCR20143	RCR20143_r	2.08	1.92
rno	RCR20144	RCR20144_f	2.08	1.92
rno	RCR20144	RCR20144_r	2.08	1.92
rno	RCR20145	RCR20145_f	2.08	1.92
rno	RCR20145	RCR20145_r	2.08	1.92
rno	RCR20146	RCR20146_f	2.08	1.92
rno	RCR20146	RCR20146_r	2.08	1.92
rno	RCR20147	RCR20147_f	8	8
rno	RCR20147	RCR20147_r	8	8
rno	RCR20148	RCR20148_f	2.1	1.9
rno	RCR20148	RCR20148_r	2.1	1.9
rno	RCR20149	RCR20149_f	4	4
rno	RCR20149	RCR20149_r	4	4
rno	RCR20150	RCR20150_f	8	8
rno	RCR20150	RCR20150_r	8	8
rno	RCR20151	RCR20151_f	8	8
rno	RCR20151	RCR20151_r	8	8
rno	RCR20152	RCR20152_f	8	8
rno	RCR20152	RCR20152_r	8	8
rno	RCR20153	RCR20153_f	1.96	2.04
rno	RCR20153	RCR20153_r	1.96	2.04
rno	RCR20154	RCR20154_f	4	4
rno	RCR20154	RCR20154_r	4	4
rno	RCR20155	RCR20155_f	8	8
rno	RCR20155	RCR20155_r	8	8
rno	RCR20156	RCR20156_f	4	4
rno	RCR20156	RCR20156_r	4	4
rno	RCR20157	RCR20157_f	8	8
rno	RCR20157	RCR20157_r	8	8
rno	RCR20158	RCR20158_f	8	8
rno	RCR20158	RCR20158_r	8	8
rno	RCR20159	RCR20159_f	8	8
rno	RCR20159	RCR20159_r	8	8
rno	RCR20160	RCR20160_f	8	8
rno	RCR20160	RCR20160_r	8	8
rno	RCR20161	RCR20161_f	4	4
rno	RCR20161	RCR20161_r	4	4
rno	RCR20162	RCR20162_f	4	4
rno	RCR20162	RCR20162_r	4	4
rno	RCR20163	RCR20163_f	1.49	2.69
rno	RCR20163	RCR20163_r	1.49	2.69
rno	RCR20164	RCR20164_f	8	8
rno	RCR20164	RCR20164_r	8	8
rno	RCR20165	RCR20165_f	4	4
rno	RCR20165	RCR20165_r	4	4
rno	RCR20166	RCR20166_f	4	4
rno	RCR20166	RCR20166_r	4	4
rno	RCR20167	RCR20167_f	4	4
rno	RCR20167	RCR20167_r	4	4
rno	RCR20168	RCR20168_f	2	2
rno	RCR20168	RCR20168_r	2	2
rno	RCR20169	RCR20169_f	2.33	1.71
rno	RCR20169	RCR20169_r	2.33	1.71
rno	RCR20170	RCR20170_f	1.89	2.12
rno	RCR20170	RCR20170_r	1.89	2.12
rno	RCR20171	RCR20171_f	4	4
rno	RCR20171	RCR20171_r	4	4
rno	RCR20172	RCR20172_f	1.64	2.43
rno	RCR20172	RCR20172_r	1.64	2.43
rno	RCR20173	RCR20173_f	1.64	2.43
rno	RCR20173	RCR20173_r	1.64	2.43
rno	RCR20174	RCR20174_f	4	4
rno	RCR20174	RCR20174_r	4	4
rno	RCR20175	RCR20175_f	1.64	2.43
rno	RCR20175	RCR20175_r	1.64	2.43
rno	RCR20176	RCR20176_f	1.64	2.43
rno	RCR20176	RCR20176_r	1.64	2.43
rno	RCR20177	RCR20177_f	1.64	2.43
rno	RCR20177	RCR20177_r	1.64	2.43
rno	RCR20178	RCR20178_f	1.64	2.43
rno	RCR20178	RCR20178_r	1.64	2.43
rno	RCR20179	RCR20179_f	2.08	1.92
rno	RCR20179	RCR20179_r	2.08	1.92
rno	RCR20180	RCR20180_f	2.08	1.92
rno	RCR20180	RCR20180_r	2.08	1.92
rno	RCR20181	RCR20181_f	4	4
rno	RCR20181	RCR20181_r	4	4
rno	RCR20182	RCR20182_f	2	2
rno	RCR20182	RCR20182_r	2	2
rno	RCR20183	RCR20183_f	2.08	1.92
rno	RCR20183	RCR20183_r	2.08	1.92
rno	RCR20184	RCR20184_f	2.08	1.92
rno	RCR20184	RCR20184_r	2.08	1.92
rno	RCR20185	RCR20185_f	2.08	1.92
rno	RCR20185	RCR20185_r	2.08	1.92
rno	RCR20186	RCR20186_f	2.08	1.92
rno	RCR20186	RCR20186_r	2.08	1.92
rno	RCR20187	RCR20187_f	2.08	1.92
rno	RCR20187	RCR20187_r	2.08	1.92
rno	RCR20188	RCR20188_f	2.08	1.92
rno	RCR20188	RCR20188_r	2.08	1.92
rno	RCR20189	RCR20189_f	2.08	1.92
rno	RCR20189	RCR20189_r	2.08	1.92
rno	RCR20190	RCR20190_f	2.08	1.92
rno	RCR20190	RCR20190_r	2.08	1.92
rno	RCR20191	RCR20191_f	2.08	1.92
rno	RCR20191	RCR20191_r	2.08	1.92
rno	RCR20192	RCR20192_f	2.08	1.92
rno	RCR20192	RCR20192_r	2.08	1.92
rno	RCR20193	RCR20193_f	2.08	1.92
rno	RCR20193	RCR20193_r	2.08	1.92
rno	RCR20194	RCR20194_f	2.08	1.92
rno	RCR20194	RCR20194_r	2.08	1.92
rno	RCR20195	RCR20195_f	8	8
rno	RCR20195	RCR20195_r	8	8
rno	RCR20196	RCR20196_f	4	4
rno	RCR20196	RCR20196_r	4	4
rno	RCR20197	RCR20197_f	8	8
rno	RCR20197	RCR20197_r	8	8
rno	RCR20198	RCR20198_f	2.02	1.98
rno	RCR20198	RCR20198_r	2.02	1.98
rno	RCR20199	RCR20199_f	8	8
rno	RCR20199	RCR20199_r	8	8
rno	RCR20200	RCR20200_f	4	4
rno	RCR20200	RCR20200_r	4	4
rno	RCR20201	RCR20201_f	8	8
rno	RCR20201	RCR20201_r	8	8
rno	RCR20202	RCR20202_f	8	8
rno	RCR20202	RCR20202_r	8	8
rno	RCR20203	RCR20203_f	8	8
rno	RCR20203	RCR20203_r	8	8
rno	RCR20204	RCR20204_f	8	8
rno	RCR20204	RCR20204_r	8	8
rno	RCR20205	RCR20205_f	8	8
rno	RCR20205	RCR20205_r	8	8
rno	RCR20206	RCR20206_f	1.96	2.04
rno	RCR20206	RCR20206_r	1.96	2.04
rno	RCR20207	RCR20207_f	8	8
rno	RCR20207	RCR20207_r	8	8
rno	RCR20208	RCR20208_f	8	8
rno	RCR20208	RCR20208_r	8	8
rno	RCR20209	RCR20209_f	8	8
rno	RCR20209	RCR20209_r	8	8
rno	RCR20210	RCR20210_f	8	8
rno	RCR20210	RCR20210_r	8	8
rno	RCR20211	RCR20211_f	8	8
rno	RCR20211	RCR20211_r	8	8
rno	RCR20212	RCR20212_f	2.32	1.73
rno	RCR20212	RCR20212_r	2.32	1.73
rno	RCR20213	RCR20213_f	8	8
rno	RCR20213	RCR20213_r	8	8
rno	RCR20214	RCR20214_f	4	4
rno	RCR20214	RCR20214_r	4	4
rno	RCR20215	RCR20215_f	2.29	1.75
rno	RCR20215	RCR20215_r	2.29	1.75
rno	RCR20216	RCR20216_f	4	4
rno	RCR20216	RCR20216_r	4	4
rno	RCR20217	RCR20217_f	1.99	2.01
rno	RCR20217	RCR20217_r	1.99	2.01
rno	RCR20218	RCR20218_f	8	8
rno	RCR20218	RCR20218_r	8	8
rno	RCR20219	RCR20219_f	8	8
rno	RCR20219	RCR20219_r	8	8
rno	RCR20220	RCR20220_f	2.29	1.75
rno	RCR20220	RCR20220_r	2.29	1.75
rno	RCR20221	RCR20221_f	4	4
rno	RCR20221	RCR20221_r	4	4
rno	RCR20222	RCR20222_f	8	8
rno	RCR20222	RCR20222_r	8	8
rno	RCR20223	RCR20223_f	8	8
rno	RCR20223	RCR20223_r	8	8
rno	RCR20224	RCR20224_f	8	8
rno	RCR20224	RCR20224_r	8	8
rno	RCR20225	RCR20225_f	4	4
rno	RCR20225	RCR20225_r	4	4
rno	RCR20226	RCR20226_f	4	4
rno	RCR20226	RCR20226_r	4	4
rno	RCR20227	RCR20227_f	4	4
rno	RCR20227	RCR20227_r	4	4
rno	RCR20228	RCR20228_f	4	4
rno	RCR20228	RCR20228_r	4	4
rno	RCR20229	RCR20229_f	4	4
rno	RCR20229	RCR20229_r	4	4
rno	RCR20230	RCR20230_f	6.89	0.58
rno	RCR20230	RCR20230_r	6.89	0.58
rno	RCR20231	RCR20231_f	2.94	1.36
rno	RCR20231	RCR20231_r	2.94	1.36
rno	RCR20232	RCR20232_f	8	8
rno	RCR20232	RCR20232_r	8	8
rno	RCR20233	RCR20233_f	4.89	0.818
rno	RCR20233	RCR20233_r	4.89	0.818
rno	RCR20234	RCR20234_f	2	2
rno	RCR20234	RCR20234_r	2	2
rno	RCR20235	RCR20235_f	4	4
rno	RCR20235	RCR20235_r	4	4
rno	RCR20236	RCR20236_f	2.3	1.74
rno	RCR20236	RCR20236_r	2.3	1.74
rno	RCR20237	RCR20237_f	4	4
rno	RCR20237	RCR20237_r	4	4
rno	RCR20238	RCR20238_f	4	4
rno	RCR20238	RCR20238_r	4	4
rno	RCR20239	RCR20239_f	2	2
rno	RCR20239	RCR20239_r	2	2
rno	RCR20240	RCR20240_f	1.71	2.34
rno	RCR20240	RCR20240_r	1.71	2.34
rno	RCR20241	RCR20241_f	2.21	1.81
rno	RCR20241	RCR20241_r	2.21	1.81
rno	RCR20242	RCR20242_f	8	8
rno	RCR20242	RCR20242_r	8	8
rno	RCR20243	RCR20243_f	8	8
rno	RCR20243	RCR20243_r	8	8
rno	RCR20244	RCR20244_f	8	8
rno	RCR20244	RCR20244_r	8	8
rno	RCR20245	RCR20245_f	4	4
rno	RCR20245	RCR20245_r	4	4
rno	RCR20246	RCR20246_f	8	8
rno	RCR20246	RCR20246_r	8	8
rno	RCR20247	RCR20247_f	8	8
rno	RCR20247	RCR20247_r	8	8
rno	RCR20248	RCR20248_f	8	8
rno	RCR20248	RCR20248_r	8	8
rno	RCR20249	RCR20249_f	4	4
rno	RCR20249	RCR20249_r	4	4
rno	RCR20250	RCR20250_f	8	8
rno	RCR20250	RCR20250_r	8	8
rno	RCR20251	RCR20251_f	8	8
rno	RCR20251	RCR20251_r	8	8
rno	RCR20252	RCR20252_f	4	4
rno	RCR20252	RCR20252_r	4	4
rno	RCR20253	RCR20253_f	8	8
rno	RCR20253	RCR20253_r	8	8
rno	RCR20254	RCR20254_f	8	8
rno	RCR20254	RCR20254_r	8	8
rno	RCR20255	RCR20255_f	8	8
rno	RCR20255	RCR20255_r	8	8
rno	RCR20256	RCR20256_f	8	8
rno	RCR20256	RCR20256_r	8	8
rno	RCR20257	RCR20257_f	4	4
rno	RCR20257	RCR20257_r	4	4
rno	RCR20258	RCR20258_f	8	8
rno	RCR20258	RCR20258_r	8	8
rno	RCR20259	RCR20259_f	2.21	1.81
rno	RCR20259	RCR20259_r	2.21	1.81
rno	RCR20260	RCR20260_f	8	8
rno	RCR20260	RCR20260_r	8	8
rno	RCR20261	RCR20261_f	4	4
rno	RCR20261	RCR20261_r	4	4
rno	RCR20262	RCR20262_f	3.84	4.16
rno	RCR20262	RCR20262_r	3.84	4.16
rno	RCR20263	RCR20263_f	1.89	2.12
rno	RCR20263	RCR20263_r	1.89	2.12
rno	RCR20264	RCR20264_f	4	4
rno	RCR20264	RCR20264_r	4	4
rno	RCR20265	RCR20265_f	1.89	2.12
rno	RCR20265	RCR20265_r	1.89	2.12
rno	RCR20266	RCR20266_f	2	2
rno	RCR20266	RCR20266_r	2	2
rno	RCR20267	RCR20267_f	4	4
rno	RCR20267	RCR20267_r	4	4
rno	RCR20268	RCR20268_f	2.57	1.56
rno	RCR20268	RCR20268_r	2.57	1.56
rno	RCR20269	RCR20269_f	1.13	3.55
rno	RCR20269	RCR20269_r	1.13	3.55
rno	RCR20270	RCR20270_f	3.06	1.31
rno	RCR20270	RCR20270_r	3.06	1.31
rno	RCR20271	RCR20271_f	8	8
rno	RCR20271	RCR20271_r	8	8
rno	RCR20272	RCR20272_f	1.61	2.48
rno	RCR20272	RCR20272_r	1.61	2.48
rno	RCR20273	RCR20273_f	1.61	2.48
rno	RCR20273	RCR20273_r	1.61	2.48
rno	RCR20274	RCR20274_f	1.89	2.12
rno	RCR20274	RCR20274_r	1.89	2.12
rno	RCR20275	RCR20275_f	2.08	1.92
rno	RCR20275	RCR20275_r	2.08	1.92
rno	RCR20276	RCR20276_f	2.08	1.92
rno	RCR20276	RCR20276_r	2.08	1.92
rno	RCR20277	RCR20277_f	4.04	3.96
rno	RCR20277	RCR20277_r	4.04	3.96
rno	RCR20278	RCR20278_f	2.08	1.92
rno	RCR20278	RCR20278_r	2.08	1.92
rno	RCR20279	RCR20279_f	2.08	1.92
rno	RCR20279	RCR20279_r	2.08	1.92
rno	RCR20280	RCR20280_f	2.08	1.92
rno	RCR20280	RCR20280_r	2.08	1.92
rno	RCR20281	RCR20281_f	2.08	1.92
rno	RCR20281	RCR20281_r	2.08	1.92
rno	RCR20282	RCR20282_f	2.08	1.92
rno	RCR20282	RCR20282_r	2.08	1.92
rno	RCR20283	RCR20283_f	2.08	1.92
rno	RCR20283	RCR20283_r	2.08	1.92
rno	RCR20284	RCR20284_f	2.08	1.92
rno	RCR20284	RCR20284_r	2.08	1.92
rno	RCR20285	RCR20285_f	2.08	1.92
rno	RCR20285	RCR20285_r	2.08	1.92
rno	RCR20286	RCR20286_f	2.08	1.92
rno	RCR20286	RCR20286_r	2.08	1.92
rno	RCR20287	RCR20287_f	2.08	1.92
rno	RCR20287	RCR20287_r	2.08	1.92
rno	RCR20288	RCR20288_f	4	4
rno	RCR20288	RCR20288_r	4	4
rno	RCR20289	RCR20289_f	4	4
rno	RCR20289	RCR20289_r	4	4
rno	RCR20290	RCR20290_f	4	4
rno	RCR20290	RCR20290_r	4	4
rno	RCR20291	RCR20291_f	4	4
rno	RCR20291	RCR20291_r	4	4
rno	RCR20292	RCR20292_f	4	4
rno	RCR20292	RCR20292_r	4	4
rno	RCR20293	RCR20293_f	8	8
rno	RCR20293	RCR20293_r	8	8
rno	RCR20294	RCR20294_f	8	8
rno	RCR20294	RCR20294_r	8	8
rno	RCR20295	RCR20295_f	8	8
rno	RCR20295	RCR20295_r	8	8
rno	RCR20296	RCR20296_f	8	8
rno	RCR20296	RCR20296_r	8	8
rno	RCR20297	RCR20297_f	8	8
rno	RCR20297	RCR20297_r	8	8
rno	RCR20298	RCR20298_f	8	8
rno	RCR20298	RCR20298_r	8	8
rno	RCR20299	RCR20299_f	2.57	1.56
rno	RCR20299	RCR20299_r	2.57	1.56
rno	RCR20300	RCR20300_f	2	2
rno	RCR20300	RCR20300_r	2	2
rno	RCR20301	RCR20301_f	2	2
rno	RCR20301	RCR20301_r	2	2
rno	RCR20302	RCR20302_f	4	4
rno	RCR20302	RCR20302_r	4	4
rno	RCR20303	RCR20303_f	4	4
rno	RCR20303	RCR20303_r	4	4
rno	RCR20304	RCR20304_f	4	4
rno	RCR20304	RCR20304_r	4	4
rno	RCR20305	RCR20305_f	8	8
rno	RCR20305	RCR20305_r	8	8
rno	RCR20306	RCR20306_f	4	4
rno	RCR20306	RCR20306_r	4	4
rno	RCR20307	RCR20307_f	4	4
rno	RCR20307	RCR20307_r	4	4
rno	RCR20308	RCR20308_f	4	4
rno	RCR20308	RCR20308_r	4	4
rno	RCR20309	RCR20309_f	8	8
rno	RCR20309	RCR20309_r	8	8
rno	RCR20310	RCR20310_f	8	8
rno	RCR20310	RCR20310_r	8	8
rno	RCR20311	RCR20311_f	4	4
rno	RCR20311	RCR20311_r	4	4
rno	RCR20312	RCR20312_f	8	8
rno	RCR20312	RCR20312_r	8	8
rno	RCR20313	RCR20313_f	8	8
rno	RCR20313	RCR20313_r	8	8
rno	RCR20314	RCR20314_f	8	8
rno	RCR20314	RCR20314_r	8	8
rno	RCR20315	RCR20315_f	8	8
rno	RCR20315	RCR20315_r	8	8
rno	RCR20316	RCR20316_f	4	4
rno	RCR20316	RCR20316_r	4	4
rno	RCR20317	RCR20317_f	8	8
rno	RCR20317	RCR20317_r	8	8
rno	RCR20318	RCR20318_f	8	8
rno	RCR20318	RCR20318_r	8	8
rno	RCR20319	RCR20319_f	8	8
rno	RCR20319	RCR20319_r	8	8
rno	RCR20320	RCR20320_f	8	8
rno	RCR20320	RCR20320_r	8	8
rno	RCR20321	RCR20321_f	8	8
rno	RCR20321	RCR20321_r	8	8
rno	RCR20322	RCR20322_f	8	8
rno	RCR20322	RCR20322_r	8	8
rno	RCR20323	RCR20323_f	4	4
rno	RCR20323	RCR20323_r	4	4
rno	RCR20324	RCR20324_f	8	8
rno	RCR20324	RCR20324_r	8	8
rno	RCR20325	RCR20325_f	8	8
rno	RCR20325	RCR20325_r	8	8
rno	RCR20326	RCR20326_f	2.08	1.92
rno	RCR20326	RCR20326_r	2.08	1.92
rno	RCR20327	RCR20327_f	1.96	2.04
rno	RCR20327	RCR20327_r	1.96	2.04
rno	RCR20328	RCR20328_f	1.96	2.04
rno	RCR20328	RCR20328_r	1.96	2.04
rno	RCR20329	RCR20329_f	1.96	2.04
rno	RCR20329	RCR20329_r	1.96	2.04
rno	RCR20330	RCR20330_f	1.96	2.04
rno	RCR20330	RCR20330_r	1.96	2.04
rno	RCR20331	RCR20331_f	1.88	2.13
rno	RCR20331	RCR20331_r	1.88	2.13
rno	RCR20332	RCR20332_f	3.91	4.09
rno	RCR20332	RCR20332_r	3.91	4.09
rno	RCR20333	RCR20333_f	1.96	2.04
rno	RCR20333	RCR20333_r	1.96	2.04
rno	RCR20334	RCR20334_f	6.23	2.57
rno	RCR20334	RCR20334_r	6.23	2.57
rno	RCR20335	RCR20335_f	4	4
rno	RCR20335	RCR20335_r	4	4
rno	RCR20336	RCR20336_f	4	4
rno	RCR20336	RCR20336_r	4	4
rno	RCR20337	RCR20337_f	4	4
rno	RCR20337	RCR20337_r	4	4
rno	RCR20338	RCR20338_f	4	4
rno	RCR20338	RCR20338_r	4	4
rno	RCR20339	RCR20339_f	4	4
rno	RCR20339	RCR20339_r	4	4
rno	RCR20340	RCR20340_f	8	8
rno	RCR20340	RCR20340_r	8	8
rno	RCR20341	RCR20341_f	8	8
rno	RCR20341	RCR20341_r	8	8
rno	RCR20342	RCR20342_f	1.97	2.03
rno	RCR20342	RCR20342_r	1.97	2.03
rno	RCR20343	RCR20343_f	4	4
rno	RCR20343	RCR20343_r	4	4
rno	RCR20344	RCR20344_f	4	4
rno	RCR20344	RCR20344_r	4	4
rno	RCR20345	RCR20345_f	8	8
rno	RCR20345	RCR20345_r	8	8
rno	RCR20346	RCR20346_f	3.95	4.05
rno	RCR20346	RCR20346_r	3.95	4.05
rno	RCR20347	RCR20347_f	8	8
rno	RCR20347	RCR20347_r	8	8
rno	RCR20348	RCR20348_f	8	8
rno	RCR20348	RCR20348_r	8	8
rno	RCR20349	RCR20349_f	4	4
rno	RCR20349	RCR20349_r	4	4
rno	RCR20350	RCR20350_f	8	8
rno	RCR20350	RCR20350_r	8	8
rno	RCR20351	RCR20351_f	8	8
rno	RCR20351	RCR20351_r	8	8
rno	RCR20352	RCR20352_f	4	4
rno	RCR20352	RCR20352_r	4	4
rno	RCR20353	RCR20353_f	8	8
rno	RCR20353	RCR20353_r	8	8
rno	RCR20354	RCR20354_f	8	8
rno	RCR20354	RCR20354_r	8	8
rno	RCR20355	RCR20355_f	4	4
rno	RCR20355	RCR20355_r	4	4
rno	RCR20356	RCR20356_f	8	8
rno	RCR20356	RCR20356_r	8	8
rno	RCR20357	RCR20357_f	8	8
rno	RCR20357	RCR20357_r	8	8
rno	RCR20358	RCR20358_f	4	4
rno	RCR20358	RCR20358_r	4	4
rno	RCR20359	RCR20359_f	8	8
rno	RCR20359	RCR20359_r	8	8
rno	RCR20360	RCR20360_f	8	8
rno	RCR20360	RCR20360_r	8	8
rno	RCR20361	RCR20361_f	1.28	3.14
rno	RCR20361	RCR20361_r	1.28	3.14
rno	RCR20362	RCR20362_f	8	8
rno	RCR20362	RCR20362_r	8	8
rno	RCR20363	RCR20363_f	4	4
rno	RCR20363	RCR20363_r	4	4
rno	RCR20364	RCR20364_f	4	4
rno	RCR20364	RCR20364_r	4	4
rno	RCR20365	RCR20365_f	4	4
