organism_id	rxn_id	rxn_irreversible	rno_acetaminophen_t1_d1_ctl	rno_acetaminophen_t1_d1_trt
rno	RCR11332	RCR11332_r	1.19	0.839
rno	RCR11333	RCR11333_f	2	2
rno	RCR11333	RCR11333_r	2	2
rno	RCR11334	RCR11334_f	1.24	0.807
rno	RCR11334	RCR11334_r	1.24	0.807
rno	RCR11335	RCR11335_f	0.907	1.1
rno	RCR11335	RCR11335_r	0.907	1.1
rno	RCR11336	RCR11336_f	1	1
rno	RCR11336	RCR11336_r	1	1
rno	RCR11337	RCR11337_f	1	1
rno	RCR11337	RCR11337_r	1	1
rno	RCR11338	RCR11338_f	4	4
rno	RCR11338	RCR11338_r	4	4
rno	RCR11339	RCR11339_f	4	4
rno	RCR11339	RCR11339_r	4	4
rno	RCR11340	RCR11340_f	4	4
rno	RCR11340	RCR11340_r	4	4
rno	RCR11341	RCR11341_f	1.55	2.58
rno	RCR11341	RCR11341_r	1.55	2.58
rno	RCR11342	RCR11342_f	0.675	1.48
rno	RCR11342	RCR11342_r	0.675	1.48
rno	RCR11343	RCR11343_f	0.966	1.03
rno	RCR11343	RCR11343_r	0.966	1.03
rno	RCR11344	RCR11344_f	0.999	1
rno	RCR11344	RCR11344_r	0.999	1
rno	RCR11345	RCR11345_f	2	2
rno	RCR11345	RCR11345_r	2	2
rno	RCR11346	RCR11346_f	2	2
rno	RCR11346	RCR11346_r	2	2
rno	RCR11347	RCR11347_f	1.73	2.31
rno	RCR11347	RCR11347_r	1.73	2.31
rno	RCR11348	RCR11348_f	2	2
rno	RCR11348	RCR11348_r	2	2
rno	RCR11349	RCR11349_f	2	2
rno	RCR11349	RCR11349_r	2	2
rno	RCR11350	RCR11350_f	2	2
rno	RCR11350	RCR11350_r	2	2
rno	RCR11351	RCR11351_f	0.761	1.31
rno	RCR11351	RCR11351_r	0.761	1.31
rno	RCR11352	RCR11352_f	1	1
rno	RCR11352	RCR11352_r	1	1
rno	RCR11353	RCR11353_f	4	4
rno	RCR11353	RCR11353_r	4	4
rno	RCR11354	RCR11354_f	1.41	2.84
rno	RCR11354	RCR11354_r	1.41	2.84
rno	RCR11355	RCR11355_f	1.73	2.32
rno	RCR11355	RCR11355_r	1.73	2.32
rno	RCR11356	RCR11356_f	2.46	1.62
rno	RCR11356	RCR11356_r	2.46	1.62
rno	RCR11357	RCR11357_f	2	2
rno	RCR11357	RCR11357_r	2	2
rno	RCR11358	RCR11358_f	0.494	2.03
rno	RCR11358	RCR11358_r	0.494	2.03
rno	RCR11359	RCR11359_f	2.01	1.99
rno	RCR11359	RCR11359_r	2.01	1.99
rno	RCR11360	RCR11360_f	1.22	0.82
rno	RCR11360	RCR11360_r	1.22	0.82
rno	RCR11361	RCR11361_f	1.22	0.82
rno	RCR11361	RCR11361_r	1.22	0.82
rno	RCR11362	RCR11362_f	4	4
rno	RCR11362	RCR11362_r	4	4
rno	RCR11363	RCR11363_f	1.02	0.985
rno	RCR11363	RCR11363_r	1.02	0.985
rno	RCR11364	RCR11364_f	0.414	2.41
rno	RCR11364	RCR11364_r	0.414	2.41
rno	RCR11365	RCR11365_f	0.62	1.61
rno	RCR11365	RCR11365_r	0.62	1.61
rno	RCR11366	RCR11366_f	4	4
rno	RCR11366	RCR11366_r	4	4
rno	RCR11367	RCR11367_f	2.99	1.34
rno	RCR11367	RCR11367_r	2.99	1.34
rno	RCR11368	RCR11368_f	2	2
rno	RCR11368	RCR11368_r	2	2
rno	RCR11369	RCR11369_f	1.36	2.93
rno	RCR11369	RCR11369_r	1.36	2.93
rno	RCR11370	RCR11370_f	0.682	1.47
rno	RCR11370	RCR11370_r	0.682	1.47
rno	RCR11371	RCR11371_f	4	4
rno	RCR11371	RCR11371_r	4	4
rno	RCR11372	RCR11372_f	1.13	0.884
rno	RCR11372	RCR11372_r	1.13	0.884
rno	RCR11373	RCR11373_f	1.05	0.955
rno	RCR11373	RCR11373_r	1.05	0.955
rno	RCR11374	RCR11374_f	0.894	1.12
rno	RCR11374	RCR11374_r	0.894	1.12
rno	RCR11375	RCR11375_f	0.894	1.12
rno	RCR11375	RCR11375_r	0.894	1.12
rno	RCR11376	RCR11376_f	2	2
rno	RCR11376	RCR11376_r	2	2
rno	RCR11377	RCR11377_f	1.44	0.697
rno	RCR11377	RCR11377_r	1.44	0.697
rno	RCR11378	RCR11378_f	0.943	1.06
rno	RCR11378	RCR11378_r	0.943	1.06
rno	RCR11379	RCR11379_f	2	2
rno	RCR11379	RCR11379_r	2	2
rno	RCR11380	RCR11380_f	1.44	0.697
rno	RCR11380	RCR11380_r	1.44	0.697
rno	RCR11381	RCR11381_f	0.991	1.01
rno	RCR11381	RCR11381_r	0.991	1.01
rno	RCR11382	RCR11382_f	0.991	1.01
rno	RCR11382	RCR11382_r	0.991	1.01
rno	RCR11383	RCR11383_f	1.44	0.697
rno	RCR11383	RCR11383_r	1.44	0.697
rno	RCR11384	RCR11384_f	1.09	0.918
rno	RCR11384	RCR11384_r	1.09	0.918
rno	RCR11385	RCR11385_f	1.99	2.01
rno	RCR11385	RCR11385_r	1.99	2.01
rno	RCR11386	RCR11386_f	2.48	1.61
rno	RCR11386	RCR11386_r	2.48	1.61
rno	RCR11387	RCR11387_f	0.787	1.27
rno	RCR11387	RCR11387_r	0.787	1.27
rno	RCR11388	RCR11388_f	1.43	0.699
rno	RCR11388	RCR11388_r	1.43	0.699
rno	RCR11389	RCR11389_f	1.36	0.738
rno	RCR11389	RCR11389_r	1.36	0.738
rno	RCR11390	RCR11390_f	1.75	2.28
rno	RCR11390	RCR11390_r	1.75	2.28
rno	RCR11391	RCR11391_f	1.09	0.914
rno	RCR11391	RCR11391_r	1.09	0.914
rno	RCR11392	RCR11392_f	0.876	1.14
rno	RCR11392	RCR11392_r	0.876	1.14
rno	RCR11393	RCR11393_f	0.522	1.92
rno	RCR11393	RCR11393_r	0.522	1.92
rno	RCR11394	RCR11394_f	1.23	0.812
rno	RCR11394	RCR11394_r	1.23	0.812
rno	RCR11395	RCR11395_f	1.09	0.914
rno	RCR11395	RCR11395_r	1.09	0.914
rno	RCR11396	RCR11396_f	4	4
rno	RCR11396	RCR11396_r	4	4
rno	RCR11397	RCR11397_f	4	4
rno	RCR11397	RCR11397_r	4	4
rno	RCR11398	RCR11398_f	2.1	1.91
rno	RCR11398	RCR11398_r	2.1	1.91
rno	RCR11399	RCR11399_f	1.23	0.812
rno	RCR11399	RCR11399_r	1.23	0.812
rno	RCR11400	RCR11400_f	2	2
rno	RCR11400	RCR11400_r	2	2
rno	RCR11401	RCR11401_f	1.23	0.812
rno	RCR11401	RCR11401_r	1.23	0.812
rno	RCR11402	RCR11402_f	4	4
rno	RCR11402	RCR11402_r	4	4
rno	RCR11403	RCR11403_f	2	2
rno	RCR11403	RCR11403_r	2	2
rno	RCR11404	RCR11404_f	0.393	10.2
rno	RCR11404	RCR11404_r	0.393	10.2
rno	RCR11405	RCR11405_f	1.82	2.19
rno	RCR11405	RCR11405_r	1.82	2.19
rno	RCR11406	RCR11406_f	0.848	1.18
rno	RCR11406	RCR11406_r	0.848	1.18
rno	RCR11407	RCR11407_f	0.613	1.63
rno	RCR11407	RCR11407_r	0.613	1.63
rno	RCR11408	RCR11408_f	1	1
rno	RCR11408	RCR11408_r	1	1
rno	RCR11409	RCR11409_f	1.75	2.28
rno	RCR11409	RCR11409_r	1.75	2.28
rno	RCR11410	RCR11410_f	1.41	2.84
rno	RCR11410	RCR11410_r	1.41	2.84
rno	RCR11411	RCR11411_f	1.73	2.32
rno	RCR11411	RCR11411_r	1.73	2.32
rno	RCR11412	RCR11412_f	2	2
rno	RCR11412	RCR11412_r	2	2
rno	RCR11413	RCR11413_f	3.66	1.09
rno	RCR11413	RCR11413_r	3.66	1.09
rno	RCR11414	RCR11414_f	2	2
rno	RCR11414	RCR11414_r	2	2
rno	RCR11415	RCR11415_f	1.36	2.93
rno	RCR11415	RCR11415_r	1.36	2.93
rno	RCR11416	RCR11416_f	0.613	1.63
rno	RCR11416	RCR11416_r	0.613	1.63
rno	RCR11417	RCR11417_f	0.613	1.63
rno	RCR11417	RCR11417_r	0.613	1.63
rno	RCR11418	RCR11418_f	0.704	1.42
rno	RCR11418	RCR11418_r	0.704	1.42
rno	RCR11419	RCR11419_f	2	2
rno	RCR11419	RCR11419_r	2	2
rno	RCR11420	RCR11420_f	2	2
rno	RCR11420	RCR11420_r	2	2
rno	RCR11421	RCR11421_f	1.23	3.26
rno	RCR11421	RCR11421_r	1.23	3.26
rno	RCR11422	RCR11422_f	1.22	0.82
rno	RCR11422	RCR11422_r	1.22	0.82
rno	RCR11423	RCR11423_f	1.22	0.82
rno	RCR11423	RCR11423_r	1.22	0.82
rno	RCR11424	RCR11424_f	1.22	0.82
rno	RCR11424	RCR11424_r	1.22	0.82
rno	RCR11425	RCR11425_f	1.23	3.26
rno	RCR11425	RCR11425_r	1.23	3.26
rno	RCR11426	RCR11426_f	2	2
rno	RCR11426	RCR11426_r	2	2
rno	RCR11427	RCR11427_f	1.22	0.82
rno	RCR11427	RCR11427_r	1.22	0.82
rno	RCR11428	RCR11428_f	1.22	0.82
rno	RCR11428	RCR11428_r	1.22	0.82
rno	RCR11429	RCR11429_f	1.09	0.919
rno	RCR11429	RCR11429_r	1.09	0.919
rno	RCR11430	RCR11430_f	0.994	1.01
rno	RCR11430	RCR11430_r	0.994	1.01
rno	RCR11431	RCR11431_f	1	0.996
rno	RCR11431	RCR11431_r	1	0.996
rno	RCR11432	RCR11432_f	4	4
rno	RCR11432	RCR11432_r	4	4
rno	RCR11433	RCR11433_f	4	4
rno	RCR11433	RCR11433_r	4	4
rno	RCR11434	RCR11434_f	4	4
rno	RCR11434	RCR11434_r	4	4
rno	RCR11435	RCR11435_f	4	4
rno	RCR11435	RCR11435_r	4	4
rno	RCR11436	RCR11436_f	4	4
rno	RCR11436	RCR11436_r	4	4
rno	RCR11437	RCR11437_f	1.41	2.84
rno	RCR11437	RCR11437_r	1.41	2.84
rno	RCR11438	RCR11438_f	0.347	2.88
rno	RCR11438	RCR11438_r	0.347	2.88
rno	RCR11439	RCR11439_f	2	2
rno	RCR11439	RCR11439_r	2	2
rno	RCR11440	RCR11440_f	1.22	0.82
rno	RCR11440	RCR11440_r	1.22	0.82
rno	RCR11441	RCR11441_f	2	2
rno	RCR11441	RCR11441_r	2	2
rno	RCR11442	RCR11442_f	2	2
rno	RCR11442	RCR11442_r	2	2
rno	RCR11443	RCR11443_f	4	4
rno	RCR11443	RCR11443_r	4	4
rno	RCR11444	RCR11444_f	0.682	1.47
rno	RCR11444	RCR11444_r	0.682	1.47
rno	RCR11445	RCR11445_f	2	2
rno	RCR11445	RCR11445_r	2	2
rno	RCR11446	RCR11446_f	2.01	1.99
rno	RCR11446	RCR11446_r	2.01	1.99
rno	RCR11447	RCR11447_f	2	2
rno	RCR11447	RCR11447_r	2	2
rno	RCR11448	RCR11448_f	0.828	1.21
rno	RCR11448	RCR11448_r	0.828	1.21
rno	RCR11449	RCR11449_f	2	2
rno	RCR11449	RCR11449_r	2	2
rno	RCR11450	RCR11450_f	2	2
rno	RCR11450	RCR11450_r	2	2
rno	RCR11451	RCR11451_f	2	2
rno	RCR11451	RCR11451_r	2	2
rno	RCR11452	RCR11452_f	1.02	0.976
rno	RCR11452	RCR11452_r	1.02	0.976
rno	RCR11453	RCR11453_f	2	2
rno	RCR11453	RCR11453_r	2	2
rno	RCR11454	RCR11454_f	2	2
rno	RCR11454	RCR11454_r	2	2
rno	RCR11455	RCR11455_f	2	2
rno	RCR11455	RCR11455_r	2	2
rno	RCR11456	RCR11456_f	2	2
rno	RCR11456	RCR11456_r	2	2
rno	RCR11457	RCR11457_f	0.655	1.53
rno	RCR11457	RCR11457_r	0.655	1.53
rno	RCR11458	RCR11458_f	1.02	0.976
rno	RCR11458	RCR11458_r	1.02	0.976
rno	RCR11459	RCR11459_f	2	2
rno	RCR11459	RCR11459_r	2	2
rno	RCR11460	RCR11460_f	2	2
rno	RCR11460	RCR11460_r	2	2
rno	RCR11461	RCR11461_f	0.655	1.53
rno	RCR11461	RCR11461_r	0.655	1.53
rno	RCR11462	RCR11462_f	1.02	0.976
rno	RCR11462	RCR11462_r	1.02	0.976
rno	RCR11463	RCR11463_f	2	2
rno	RCR11463	RCR11463_r	2	2
rno	RCR11464	RCR11464_f	2	2
rno	RCR11464	RCR11464_r	2	2
rno	RCR11465	RCR11465_f	0.655	1.53
rno	RCR11465	RCR11465_r	0.655	1.53
rno	RCR11466	RCR11466_f	1.02	0.976
rno	RCR11466	RCR11466_r	1.02	0.976
rno	RCR11467	RCR11467_f	2	2
rno	RCR11467	RCR11467_r	2	2
rno	RCR11468	RCR11468_f	2	2
rno	RCR11468	RCR11468_r	2	2
rno	RCR11469	RCR11469_f	1.36	2.93
rno	RCR11469	RCR11469_r	1.36	2.93
rno	RCR11470	RCR11470_f	2	2
rno	RCR11470	RCR11470_r	2	2
rno	RCR11471	RCR11471_f	2	2
rno	RCR11471	RCR11471_r	2	2
rno	RCR11472	RCR11472_f	2	2
rno	RCR11472	RCR11472_r	2	2
rno	RCR11473	RCR11473_f	2	2
rno	RCR11473	RCR11473_r	2	2
rno	RCR11474	RCR11474_f	2	2
rno	RCR11474	RCR11474_r	2	2
rno	RCR11475	RCR11475_f	2	2
rno	RCR11475	RCR11475_r	2	2
rno	RCR11476	RCR11476_f	2	2
rno	RCR11476	RCR11476_r	2	2
rno	RCR11477	RCR11477_f	2	2
rno	RCR11477	RCR11477_r	2	2
rno	RCR11478	RCR11478_f	0.828	1.21
rno	RCR11478	RCR11478_r	0.828	1.21
rno	RCR11479	RCR11479_f	0.682	1.47
rno	RCR11479	RCR11479_r	0.682	1.47
rno	RCR11480	RCR11480_f	2.01	1.99
rno	RCR11480	RCR11480_r	2.01	1.99
rno	RCR11482	RCR11482_f	2.86	1.4
rno	RCR11482	RCR11482_r	2.86	1.4
rno	RCR11483	RCR11483_f	4	4
rno	RCR11483	RCR11483_r	4	4
rno	RCR11484	RCR11484_f	4	4
rno	RCR11484	RCR11484_r	4	4
rno	RCR11485	RCR11485_f	1.57	2.54
rno	RCR11485	RCR11485_r	1.57	2.54
rno	RCR11486	RCR11486_f	0.396	2.52
rno	RCR11486	RCR11486_r	0.396	2.52
rno	RCR11487	RCR11487_f	1.65	0.608
rno	RCR11487	RCR11487_r	1.65	0.608
rno	RCR11488	RCR11488_f	0.832	1.2
rno	RCR11488	RCR11488_r	0.832	1.2
rno	RCR11489	RCR11489_f	0.396	2.52
rno	RCR11489	RCR11489_r	0.396	2.52
rno	RCR11490	RCR11490_f	1.05	0.953
rno	RCR11490	RCR11490_r	1.05	0.953
rno	RCR11491	RCR11491_f	1.32	0.759
rno	RCR11491	RCR11491_r	1.32	0.759
rno	RCR11492	RCR11492_f	1.89	2.12
rno	RCR11492	RCR11492_r	1.89	2.12
rno	RCR11493	RCR11493_f	2.23	1.8
rno	RCR11493	RCR11493_r	2.23	1.8
rno	RCR11494	RCR11494_f	2.23	1.8
rno	RCR11494	RCR11494_r	2.23	1.8
rno	RCR11495	RCR11495_f	0.878	1.14
rno	RCR11495	RCR11495_r	0.878	1.14
rno	RCR11497	RCR11497_f	4	4
rno	RCR11497	RCR11497_r	4	4
rno	RCR11498	RCR11498_f	4.34	0.921
rno	RCR11498	RCR11498_r	4.34	0.921
rno	RCR11499	RCR11499_f	2.13	1.88
rno	RCR11499	RCR11499_r	2.13	1.88
rno	RCR11500	RCR11500_f	2.54	1.57
rno	RCR11500	RCR11500_r	2.54	1.57
rno	RCR11501	RCR11501_f	2.05	1.96
rno	RCR11501	RCR11501_r	2.05	1.96
rno	RCR11502	RCR11502_f	2.13	1.88
rno	RCR11502	RCR11502_r	2.13	1.88
rno	RCR11503	RCR11503_f	4	4
rno	RCR11503	RCR11503_r	4	4
rno	RCR11504	RCR11504_f	1.37	0.732
rno	RCR11504	RCR11504_r	1.37	0.732
rno	RCR11505	RCR11505_f	0.949	1.05
rno	RCR11505	RCR11505_r	0.949	1.05
rno	RCR11506	RCR11506_f	1.7	2.36
rno	RCR11506	RCR11506_r	1.7	2.36
rno	RCR11507	RCR11507_f	0.996	1
rno	RCR11507	RCR11507_r	0.996	1
rno	RCR11508	RCR11508_f	0.84	1.19
rno	RCR11508	RCR11508_r	0.84	1.19
rno	RCR11509	RCR11509_f	1.66	2.41
rno	RCR11509	RCR11509_r	1.66	2.41
rno	RCR11510	RCR11510_f	1.66	2.41
rno	RCR11510	RCR11510_r	1.66	2.41
rno	RCR11511	RCR11511_f	4	4
rno	RCR11511	RCR11511_r	4	4
rno	RCR11512	RCR11512_f	3.29	1.22
rno	RCR11512	RCR11512_r	3.29	1.22
rno	RCR11513	RCR11513_f	0.987	1.01
rno	RCR11513	RCR11513_r	0.987	1.01
rno	RCR11514	RCR11514_f	1.75	2.29
rno	RCR11514	RCR11514_r	1.75	2.29
rno	RCR11515	RCR11515_f	2.71	1.48
rno	RCR11515	RCR11515_r	2.71	1.48
rno	RCR11516	RCR11516_f	0.793	5.04
rno	RCR11516	RCR11516_r	0.793	5.04
rno	RCR11517	RCR11517_f	2.95	1.35
rno	RCR11517	RCR11517_r	2.95	1.35
rno	RCR11518	RCR11518_f	0.761	1.31
rno	RCR11518	RCR11518_r	0.761	1.31
rno	RCR11519	RCR11519_f	1.79	0.558
rno	RCR11519	RCR11519_r	1.79	0.558
rno	RCR11520	RCR11520_f	1.09	0.918
rno	RCR11520	RCR11520_r	1.09	0.918
rno	RCR11521	RCR11521_f	1.15	0.873
rno	RCR11521	RCR11521_r	1.15	0.873
rno	RCR11522	RCR11522_f	0.761	1.31
rno	RCR11522	RCR11522_r	0.761	1.31
rno	RCR11523	RCR11523_f	0.861	1.16
rno	RCR11523	RCR11523_r	0.861	1.16
rno	RCR11524	RCR11524_f	0.968	1.03
rno	RCR11524	RCR11524_r	0.968	1.03
rno	RCR11525	RCR11525_f	0.991	1.01
rno	RCR11525	RCR11525_r	0.991	1.01
rno	RCR11526	RCR11526_f	1.04	0.964
rno	RCR11526	RCR11526_r	1.04	0.964
rno	RCR11527	RCR11527_f	0.915	1.09
rno	RCR11527	RCR11527_r	0.915	1.09
rno	RCR11528	RCR11528_f	1.02	0.984
rno	RCR11528	RCR11528_r	1.02	0.984
rno	RCR11529	RCR11529_f	0.51	1.96
rno	RCR11529	RCR11529_r	0.51	1.96
rno	RCR11530	RCR11530_f	0.754	1.33
rno	RCR11530	RCR11530_r	0.754	1.33
rno	RCR11531	RCR11531_f	0.754	1.33
rno	RCR11531	RCR11531_r	0.754	1.33
rno	RCR11532	RCR11532_f	1	1
rno	RCR11532	RCR11532_r	1	1
rno	RCR11533	RCR11533_f	0.796	1.26
rno	RCR11533	RCR11533_r	0.796	1.26
rno	RCR11534	RCR11534_f	1.16	0.86
rno	RCR11534	RCR11534_r	1.16	0.86
rno	RCR11535	RCR11535_f	1.07	0.935
rno	RCR11535	RCR11535_r	1.07	0.935
rno	RCR11536	RCR11536_f	4	4
rno	RCR11536	RCR11536_r	4	4
rno	RCR11537	RCR11537_f	4	4
rno	RCR11537	RCR11537_r	4	4
rno	RCR11538	RCR11538_f	0.9	1.11
rno	RCR11538	RCR11538_r	0.9	1.11
rno	RCR11539	RCR11539_f	4	4
rno	RCR11539	RCR11539_r	4	4
rno	RCR11540	RCR11540_f	1.62	2.47
rno	RCR11540	RCR11540_r	1.62	2.47
rno	RCR11541	RCR11541_f	0.952	1.05
rno	RCR11541	RCR11541_r	0.952	1.05
rno	RCR11542	RCR11542_f	1.16	0.86
rno	RCR11542	RCR11542_r	1.16	0.86
rno	RCR11543	RCR11543_f	1.83	2.19
rno	RCR11543	RCR11543_r	1.83	2.19
rno	RCR11544	RCR11544_f	2	2
rno	RCR11544	RCR11544_r	2	2
rno	RCR11545	RCR11545_f	2.45	1.63
rno	RCR11545	RCR11545_r	2.45	1.63
rno	RCR11546	RCR11546_f	2.06	1.94
rno	RCR11546	RCR11546_r	2.06	1.94
rno	RCR11547	RCR11547_f	2.52	1.59
rno	RCR11547	RCR11547_r	2.52	1.59
rno	RCR11548	RCR11548_f	2.09	1.91
rno	RCR11548	RCR11548_r	2.09	1.91
rno	RCR11549	RCR11549_f	2	2
rno	RCR11549	RCR11549_r	2	2
rno	RCR11550	RCR11550_f	2	2
rno	RCR11550	RCR11550_r	2	2
rno	RCR11551	RCR11551_f	2	2
rno	RCR11551	RCR11551_r	2	2
rno	RCR11552	RCR11552_f	1.57	2.54
rno	RCR11552	RCR11552_r	1.57	2.54
rno	RCR11553	RCR11553_f	1.29	3.11
rno	RCR11553	RCR11553_r	1.29	3.11
rno	RCR11554	RCR11554_f	2	2
rno	RCR11554	RCR11554_r	2	2
rno	RCR11555	RCR11555_f	4	4
rno	RCR11555	RCR11555_r	4	4
rno	RCR11556	RCR11556_f	1.67	2.4
rno	RCR11556	RCR11556_r	1.67	2.4
rno	RCR11557	RCR11557_f	1.57	2.54
rno	RCR11557	RCR11557_r	1.57	2.54
rno	RCR11558	RCR11558_f	2	2
rno	RCR11558	RCR11558_r	2	2
rno	RCR11559	RCR11559_f	2	2
rno	RCR11559	RCR11559_r	2	2
rno	RCR11560	RCR11560_f	4	4
rno	RCR11560	RCR11560_r	4	4
rno	RCR11561	RCR11561_f	1.57	2.54
rno	RCR11561	RCR11561_r	1.57	2.54
rno	RCR11562	RCR11562_f	4	4
rno	RCR11562	RCR11562_r	4	4
rno	RCR11563	RCR11563_f	4	4
rno	RCR11563	RCR11563_r	4	4
rno	RCR11564	RCR11564_f	4	4
rno	RCR11564	RCR11564_r	4	4
rno	RCR11565	RCR11565_f	4	4
rno	RCR11565	RCR11565_r	4	4
rno	RCR11566	RCR11566_f	2.63	1.52
rno	RCR11566	RCR11566_r	2.63	1.52
rno	RCR11567	RCR11567_f	4	4
rno	RCR11567	RCR11567_r	4	4
rno	RCR11568	RCR11568_f	2	2
rno	RCR11568	RCR11568_r	2	2
rno	RCR11569	RCR11569_f	2.01	1.99
rno	RCR11569	RCR11569_r	2.01	1.99
rno	RCR11570	RCR11570_f	2.73	1.47
rno	RCR11570	RCR11570_r	2.73	1.47
rno	RCR11571	RCR11571_f	1.61	2.48
rno	RCR11571	RCR11571_r	1.61	2.48
rno	RCR11572	RCR11572_f	2.13	1.88
rno	RCR11572	RCR11572_r	2.13	1.88
rno	RCR11573	RCR11573_f	2.89	1.38
rno	RCR11573	RCR11573_r	2.89	1.38
rno	RCR11574	RCR11574_f	2.38	1.68
rno	RCR11574	RCR11574_r	2.38	1.68
rno	RCR11575	RCR11575_f	2.38	1.68
rno	RCR11575	RCR11575_r	2.38	1.68
rno	RCR11576	RCR11576_f	2.23	1.8
rno	RCR11576	RCR11576_r	2.23	1.8
rno	RCR11577	RCR11577_f	2.23	1.8
rno	RCR11577	RCR11577_r	2.23	1.8
rno	RCR11578	RCR11578_f	2	2
rno	RCR11578	RCR11578_r	2	2
rno	RCR11579	RCR11579_f	2.18	1.84
rno	RCR11579	RCR11579_r	2.18	1.84
rno	RCR11580	RCR11580_f	2.43	1.65
rno	RCR11580	RCR11580_r	2.43	1.65
rno	RCR11581	RCR11581_f	2.01	1.99
rno	RCR11581	RCR11581_r	2.01	1.99
rno	RCR11582	RCR11582_f	1.28	3.13
rno	RCR11582	RCR11582_r	1.28	3.13
rno	RCR11583	RCR11583_f	0.863	1.16
rno	RCR11583	RCR11583_r	0.863	1.16
rno	RCR11584	RCR11584_f	0.863	1.16
rno	RCR11584	RCR11584_r	0.863	1.16
rno	RCR11585	RCR11585_f	2	2
rno	RCR11585	RCR11585_r	2	2
rno	RCR11586	RCR11586_f	0.863	1.16
rno	RCR11586	RCR11586_r	0.863	1.16
rno	RCR11587	RCR11587_f	4	4
rno	RCR11587	RCR11587_r	4	4
rno	RCR11588	RCR11588_f	4	4
rno	RCR11588	RCR11588_r	4	4
rno	RCR11589	RCR11589_f	4	4
rno	RCR11589	RCR11589_r	4	4
rno	RCR11590	RCR11590_f	0.863	1.16
rno	RCR11590	RCR11590_r	0.863	1.16
rno	RCR11591	RCR11591_f	0.863	1.16
rno	RCR11591	RCR11591_r	0.863	1.16
rno	RCR11592	RCR11592_f	0.863	1.16
rno	RCR11592	RCR11592_r	0.863	1.16
rno	RCR11593	RCR11593_f	0.863	1.16
rno	RCR11593	RCR11593_r	0.863	1.16
rno	RCR11594	RCR11594_f	0.863	1.16
rno	RCR11594	RCR11594_r	0.863	1.16
rno	RCR11595	RCR11595_f	0.863	1.16
rno	RCR11595	RCR11595_r	0.863	1.16
rno	RCR11596	RCR11596_f	0.863	1.16
rno	RCR11596	RCR11596_r	0.863	1.16
rno	RCR11597	RCR11597_f	0.863	1.16
rno	RCR11597	RCR11597_r	0.863	1.16
rno	RCR11598	RCR11598_f	1.99	2.01
rno	RCR11598	RCR11598_r	1.99	2.01
rno	RCR11599	RCR11599_f	1	0.996
rno	RCR11599	RCR11599_r	1	0.996
rno	RCR11600	RCR11600_f	1.56	2.57
rno	RCR11600	RCR11600_r	1.56	2.57
rno	RCR11601	RCR11601_f	1.78	2.24
rno	RCR11601	RCR11601_r	1.78	2.24
rno	RCR11602	RCR11602_f	1	1
rno	RCR11602	RCR11602_r	1	1
rno	RCR11603	RCR11603_f	1.73	2.32
rno	RCR11603	RCR11603_r	1.73	2.32
rno	RCR11604	RCR11604_f	1.61	2.49
rno	RCR11604	RCR11604_r	1.61	2.49
rno	RCR11605	RCR11605_f	16	0.25
rno	RCR11605	RCR11605_r	16	0.25
rno	RCR11606	RCR11606_f	1.1	0.905
rno	RCR11606	RCR11606_r	1.1	0.905
rno	RCR11607	RCR11607_f	1	1
rno	RCR11607	RCR11607_r	1	1
rno	RCR11608	RCR11608_f	1.75	2.29
rno	RCR11608	RCR11608_r	1.75	2.29
rno	RCR11609	RCR11609_f	1.22	0.82
rno	RCR11609	RCR11609_r	1.22	0.82
rno	RCR11610	RCR11610_f	1.22	0.82
rno	RCR11610	RCR11610_r	1.22	0.82
rno	RCR11611	RCR11611_f	1.04	0.964
rno	RCR11611	RCR11611_r	1.04	0.964
rno	RCR11612	RCR11612_f	2.46	1.62
rno	RCR11612	RCR11612_r	2.46	1.62
rno	RCR11613	RCR11613_f	1.75	2.29
rno	RCR11613	RCR11613_r	1.75	2.29
rno	RCR11614	RCR11614_f	1.04	0.964
rno	RCR11614	RCR11614_r	1.04	0.964
rno	RCR11615	RCR11615_f	4	4
rno	RCR11615	RCR11615_r	4	4
rno	RCR11616	RCR11616_f	4	4
rno	RCR11616	RCR11616_r	4	4
rno	RCR11617	RCR11617_f	4	4
rno	RCR11617	RCR11617_r	4	4
rno	RCR11618	RCR11618_f	4	4
rno	RCR11618	RCR11618_r	4	4
rno	RCR11619	RCR11619_f	4	4
rno	RCR11619	RCR11619_r	4	4
rno	RCR11620	RCR11620_f	4	4
rno	RCR11620	RCR11620_r	4	4
rno	RCR11621	RCR11621_f	2	2
rno	RCR11621	RCR11621_r	2	2
rno	RCR11622	RCR11622_f	1.78	2.25
rno	RCR11622	RCR11622_r	1.78	2.25
rno	RCR11623	RCR11623_f	1.78	2.25
rno	RCR11623	RCR11623_r	1.78	2.25
rno	RCR11624	RCR11624_f	2	2
rno	RCR11624	RCR11624_r	2	2
rno	RCR11625	RCR11625_f	4	4
rno	RCR11625	RCR11625_r	4	4
rno	RCR11628	RCR11628_f	4	4
rno	RCR11628	RCR11628_r	4	4
rno	RCR11629	RCR11629_f	4	4
rno	RCR11629	RCR11629_r	4	4
rno	RCR11630	RCR11630_f	4	4
rno	RCR11630	RCR11630_r	4	4
rno	RCR11631	RCR11631_f	4	4
rno	RCR11631	RCR11631_r	4	4
rno	RCR11632	RCR11632_f	4	4
rno	RCR11632	RCR11632_r	4	4
